,Customer,FAB,EQPID,SN
0,Samsung,11-LINE,**,FWT0005
1,Samsung,11-LINE,PTA301,G260624
2,Samsung,11-LINE,PTAA09,G250333
3,Samsung,11-LINE,PTAA10,G260835
4,Samsung,11-LINE,PTAA17,G240114
5,Samsung,11-LINE,PTAA18,G250251
6,Samsung,11-LINE,PTAA20,G271276
7,Samsung,11-LINE,PTE370,E240754
8,Samsung,11-LINE,PTE371,E250943
9,Samsung,11-LINE,PTE377,E230635
10,Samsung,11-LINE,PTH311,G271039
11,Samsung,11-LINE,PTH315,G271275
12,Samsung,11-LINE,PTH316,N110470
13,Samsung,11-LINE,PTHA15,N100447
14,Samsung,11-LINE,PTVA02,V120333
15,Samsung,11-LINE,PTVA03,N190270
16,Samsung,11-LINE,PTYA69,N150732
17,Samsung,11-LINE,TPST10,G260533
18,Samsung,11-LINE,TPST19,G270969
19,Samsung,11-LINE,TPST21,N180115
20,Samsung,12-LINE,**,FWT0006
21,Samsung,12-LINE,PWOC03,E230615
22,Samsung,12-LINE,PWOC04,E230616
23,Samsung,12-LINE,PWOC05,G250263
24,Samsung,12-LINE,PWOC06,G240060
25,Samsung,12-LINE,PWOC11,E230614
26,Samsung,12-LINE,PWOC15,N110529
27,Samsung,12-LINE,PWOC16,V110209
28,Samsung,12-LINE,PWOC17,N100354
29,Samsung,12-LINE,PWOC18,Z240152
30,Samsung,12-LINE,PWOC26,G260851
31,Samsung,12-LINE,PWOC27,N170011
32,Samsung,12-LINE,PWOC29,N170082
33,Samsung,12-LINE,PWOC30,G271051
34,Samsung,12-LINE,PWOC31,G270966
35,Samsung,12-LINE,PWOC32,N110552
36,Samsung,12-LINE,PWOC33,G270905
37,Samsung,12-LINE,PWOC34,G260727
38,Samsung,12-LINE,PWOC36,N120596
39,Samsung,12-LINE,PWOC37,E230624
40,Samsung,12-LINE,PWOC38,E230625
41,Samsung,12-LINE,PWOC39,E230707
42,Samsung,12-LINE,PWOC42,G260520
43,Samsung,12-LINE,PWOC43,V140577
44,Samsung,12-LINE,PWOC44,G371106
45,Samsung,12-LINE,PWOC47,N180178
46,Samsung,12-LINE,PWOC48,N180152
47,Samsung,12-LINE,PWOC49,N180118
48,Samsung,12-LINE,PWOC50,N170081
49,Samsung,13-LINE,**,FWT0003
50,Samsung,13-LINE,PSPE01,N100353
51,Samsung,13-LINE,PSPE04,G240113
52,Samsung,13-LINE,PSPE05,G260519
53,Samsung,13-LINE,PSPE06,G240115
54,Samsung,13-LINE,PSPE08,Z170602
55,Samsung,13-LINE,PSPE09,N110569
56,Samsung,13-LINE,PSPE12,Z150301
57,Samsung,13-LINE,PSPE14,Z150292
58,Samsung,13-LINE,PSPE16,G260849
59,Samsung,13-LINE,PSPE17,G271278
60,Samsung,13-LINE,PSPE18,V100026
61,Samsung,13-LINE,PSPE19,N180179
62,Samsung,13-LINE,PSPE21,V120334
63,Samsung,13-LINE,PSPE23,N190330
64,Samsung,13-LINE,PSPE24,N190319
65,Samsung,13-LINE,PSPE25,N180265
66,Samsung,13-LINE,PSPE26,V110199
67,Samsung,13-LINE,PSPE28,G240116
68,Samsung,13-LINE,PSPE29,G250253
69,Samsung,13-LINE,PSPE30,G250254
70,Samsung,13-LINE,PSPE31,G271017
71,Samsung,13-LINE,PSPE32,V171039
72,Samsung,13-LINE,PSPE33,V140572
73,Samsung,13-LINE,PSPE34,Z150251
74,Samsung,13-LINE,PSPE35,N180159
75,Samsung,13-LINE,PSPE36,N110568
76,Samsung,13-LINE,PSPE37,G250449
77,Samsung,13-LINE,PSPE38,G250252
78,Samsung,13-LINE,PSPE40,G260832
79,Samsung,13-LINE,PSPE41,G270907
80,Samsung,13-LINE,PSPE42,Z140218
81,Samsung,13-LINE,PSPE43,N180268
82,Samsung,13-LINE,PSPE44,N100389
83,Samsung,13-LINE,PSPE45,Z150346
84,Samsung,13-LINE,PSPE47,G270904
85,Samsung,13-LINE,PSPE48,N180114
86,Samsung,13-LINE,PSPE50,G270967
87,Samsung,13-LINE,PSPE51,G270971
88,Samsung,13-LINE,PSPE71,N150728
89,Samsung,13-LINE,PSPE75,N140717
90,Samsung,13-LINE,TTZE01,J151667
91,Samsung,15-LINE(3F),PTAGA4,V100050
92,Samsung,15-LINE(3F),PTHGK2,V130530
93,Samsung,15-LINE(3F),PTHGK4,N110471
94,Samsung,15-LINE(3F),PTHGK7,V170982
95,Samsung,15-LINE(3F),PTHGK8,V171114
96,Samsung,15-LINE(3F),PTHGK9,Z170635
97,Samsung,15-LINE(3F),PTMGK5,G271119
98,Samsung,15-LINE(3F),PTVGX3,Z250274
99,Samsung,15-LINE(3F),PTVGX5,Z160497
100,Samsung,15-LINE(3F),PTVGX6,Z170601
101,Samsung,15-LINE(3F),PTVGX7,Z111530
102,Samsung,15-LINE(3F),PTYGH5,N120625
103,Samsung,15-LINE(3F),PTYGH7,N150742
104,Samsung,15-LINE(3F),PTYGH8,N150747
105,Samsung,15-LINE(3F),PTYGH9,N150748
106,Samsung,15-LINE(8F),**,FWT0002
107,Samsung,15-LINE(8F),**,FWTJ004
108,Samsung,15-LINE(8F),**,FWT0009
109,Samsung,15-LINE(8F),PTAG08,G271071
110,Samsung,15-LINE(8F),PTAG09,G271100
111,Samsung,15-LINE(8F),PTAG10,G270970
112,Samsung,15-LINE(8F),PTAG11,G271070
113,Samsung,15-LINE(8F),PTAG12,V171095
114,Samsung,15-LINE(8F),PTHG16,G260672
115,Samsung,15-LINE(8F),PTHG17,G260674
116,Samsung,15-LINE(8F),PTHG21,G260833
117,Samsung,15-LINE(8F),PTHG22,G270906
118,Samsung,15-LINE(8F),PTHG26,N180116
119,Samsung,15-LINE(8F),PTHG33,G270965
120,Samsung,15-LINE(8F),PTHG35,G271072
121,Samsung,15-LINE(8F),PTHG36,N170083
122,Samsung,15-LINE(8F),PTHG37,N180120
123,Samsung,15-LINE(8F),PTHG40,G270924
124,Samsung,15-LINE(8F),PTHG41,G270925
125,Samsung,15-LINE(8F),PTHG42,N180198
126,Samsung,15-LINE(8F),PTHG45,N100382
127,Samsung,15-LINE(8F),PTHG46,V150748
128,Samsung,15-LINE(8F),PTHG48,V160966
129,Samsung,15-LINE(8F),PTHG50,V181075
130,Samsung,15-LINE(8F),PTHG51,V181229
131,Samsung,15-LINE(8F),PTMG15,V160819
132,Samsung,15-LINE(8F),PTMG18,G260673
133,Samsung,15-LINE(8F),PTMG23,G271101
134,Samsung,15-LINE(8F),PTMG24,G281322
135,Samsung,15-LINE(8F),PTMG29,N100401
136,Samsung,15-LINE(8F),PTMG30,N100402
137,Samsung,15-LINE(8F),PTMG32,G270923
138,Samsung,15-LINE(8F),PTMG34,G271052
139,Samsung,15-LINE(8F),PTVG58,N180176
140,Samsung,15-LINE(8F),PTVG59,N180177
141,Samsung,15-LINE(8F),PTVG64,N180266
142,Samsung,15-LINE(8F),PTVG72,Z130087
143,Samsung,15-LINE(8F),PTVG74,Z150236
144,Samsung,15-LINE(8F),PTVG76,Z250254
145,Samsung,15-LINE(8F),PTVG77,Z150310
146,Samsung,15-LINE(8F),PTVG79,Z101409
147,Samsung,15-LINE(8F),PTYG17,N130684
148,Samsung,15-LINE(8F),PTYG23,Z170640
149,Samsung,15-LINE(8F),PTYG24,Z180641
150,Samsung,15-LINE(8F),PTYG27,Z180750
151,Samsung,15-LINE(B),**,FWT0007
152,Samsung,15-LINE(B),PTAGQ21,G201479
153,Samsung,15-LINE(B),PTHGQ31,V130528
154,Samsung,15-LINE(B),PTHGQ32,V130532
155,Samsung,15-LINE(B),PTHGQ33,V130561
156,Samsung,15-LINE(B),PTHGQ34,V130566
157,Samsung,15-LINE(B),PTHGQ35,V140571
158,Samsung,15-LINE(B),PTHGQ37,V140576
159,Samsung,15-LINE(B),PTHGQ38,V140632
160,Samsung,15-LINE(B),PTHGQ41,V140608
161,Samsung,15-LINE(B),PTVGQ01,Z280667
162,Samsung,15-LINE(B),PTVGQ02,Z230119
163,Samsung,15-LINE(B),PTVGQ03,Z270501
164,Samsung,15-LINE(B),PTVGQ04,Z230124
165,Samsung,15-LINE(B),PTVGQ08,Z240147
166,Samsung,15-LINE(B),PTVGQ09,Z240162
167,Samsung,15-LINE(B),PTVGQ11,Z240153
168,Samsung,15-LINE(B),PTVGQ12,Z240155
169,Samsung,15-LINE(B),PTVGQ13,Z240191
170,Samsung,15-LINE(B),PTVGQ14,Z270500
171,Samsung,15-LINE(B),PTVGQ15,Z270530
172,Samsung,15-LINE(B),PTVGQ16,Z270630
173,Samsung,15-LINE(B),PTVGQ17,Z201250
174,Samsung,15-LINE(B),PTYGQ59,N140699
175,Samsung,15-LINE(B),PTYGQ60,N150721
176,Samsung,15-LINE(B),PTYGQ61,N170790
177,Samsung,16-2-LINE,PETPB03,E211901
178,Samsung,16-2-LINE,PSTAB01,Z101362
179,Samsung,16-2-LINE,PSTAB02,Z101127
180,Samsung,16-2-LINE,PTAHJ20,G271277
181,Samsung,16-2-LINE,PTAHJ22,G260671
182,Samsung,16-2-LINE,PTAHJ23,G260834
183,Samsung,16-2-LINE,PTEHJD2,E271764
184,Samsung,16-2-LINE,PTHHJ03,V160929
185,Samsung,16-2-LINE,PTHHJ06,V100041
186,Samsung,16-2-LINE,PTHHJ07,G260625
187,Samsung,16-2-LINE,PTPHJC2,E101483
188,Samsung,16-2-LINE,PTVHJ30,V110260
189,Samsung,16-2-LINE,PTVHJ32,Z170508
190,Samsung,16-2-LINE,PTVHJ35,V120343
191,Samsung,16-2-LINE,PTVHJ37,Z230033
192,Samsung,16-LINE(4F),**,FWT0004
193,Samsung,16-LINE(4F),**,FWT0008
194,Samsung,16-LINE(4F),PTAH29,G270908
195,Samsung,16-LINE(4F),PTAH30,N110579
196,Samsung,16-LINE(4F),PTAH36,V171115
197,Samsung,16-LINE(4F),PTAHU8,Z110008
198,Samsung,16-LINE(4F),PTEHD1,E211528
199,Samsung,16-LINE(4F),PTEHD2,E211548
200,Samsung,16-LINE(4F),PTEHD4,E221581
201,Samsung,16-LINE(4F),PTHH01,G260550
202,Samsung,16-LINE(4F),PTHH02,N110577
203,Samsung,16-LINE(4F),PTHH03,N110570
204,Samsung,16-LINE(4F),PTHH04,N110562
205,Samsung,16-LINE(4F),PTHH05,N110563
206,Samsung,16-LINE(4F),PTHH06,N110558
207,Samsung,16-LINE(4F),PTHH07,N110520
208,Samsung,16-LINE(4F),PTHH08,N110530
209,Samsung,16-LINE(4F),PTHH09,N110518
210,Samsung,16-LINE(4F),PTHH13,G271001
211,Samsung,16-LINE(4F),PTHH15,V150747
212,Samsung,16-LINE(4F),PTHH16,V181170
213,Samsung,16-LINE(4F),PTHHU5,V171109
214,Samsung,16-LINE(4F),PTHHV3,G271021
215,Samsung,16-LINE(4F),PTHHV6,N110571
216,Samsung,16-LINE(4F),PTHHV7,N110575
217,Samsung,16-LINE(4F),PTHHV8,G271019
218,Samsung,16-LINE(4F),PTHHV9,V150749
219,Samsung,16-LINE(4F),PTIHR3,G281323
220,Samsung,16-LINE(4F),PTMH12,G250467
221,Samsung,16-LINE(4F),PTMH18,G260656
222,Samsung,16-LINE(4F),PTPHC1,E111521
223,Samsung,16-LINE(4F),PTPHC2,E111547
224,Samsung,16-LINE(4F),PTPHC4,E171192
225,Samsung,16-LINE(4F),PTVH31,N120583
226,Samsung,16-LINE(4F),PTVH32,Z101293
227,Samsung,16-LINE(4F),PTVH34,Z180670
228,Samsung,16-LINE(4F),PTVH35,N100410
229,Samsung,16-LINE(4F),PTVHU1,Z180684
230,Samsung,16-LINE(4F),PTVHU3,Z180706
231,Samsung,16-LINE(4F),PTVHU4,Z170629
232,Samsung,16-LINE(4F),PTVHU7,Z170533
233,Samsung,16-LINE(4F),PTVHV2,V100104
234,Samsung,16-LINE(4F),PTYHH6,N120594
235,Samsung,16-LINE(4F),PTYHS2,N180810
236,Samsung,16-LINE(4F),PTYHS5,N140706
237,Samsung,16-LINE(8F),PTAH58,G260587
238,Samsung,16-LINE(8F),PTHH51,N180137
239,Samsung,16-LINE(8F),PTHH52,N120598
240,Samsung,16-LINE(8F),PTHH53,G250357
241,Samsung,16-LINE(8F),PTHH55,N110578
242,Samsung,16-LINE(8F),PTHH56,V181169
243,Samsung,16-LINE(8F),PTHH61,G281326
244,Samsung,16-LINE(8F),PTHH67,N120595
245,Samsung,16-LINE(8F),PTIHR4,G281325
246,Samsung,16-LINE(8F),PTMH59,G260726
247,Samsung,16-LINE(8F),PTVH42,Z170518
248,Samsung,16-LINE(8F),PTVH43,Z120017
249,Samsung,16-LINE(8F),PTVH45,Z180644
250,Samsung,16-LINE(8F),PTVH46,Z170571
251,Samsung,16-LINE(8F),PTVH47,N180135
252,Samsung,16-LINE(8F),PTVH48,V130488
253,Samsung,16-LINE(8F),PTVH50,Z130045
254,Samsung,16-LINE(8F),PTVH54,Z170555
255,Samsung,16-LINE(8F),PTVH64,Z170550
256,Samsung,16-LINE(8F),PTVH65,Z180753
257,Samsung,16-LINE(8F),PTYHZ3,Z180669
258,Samsung,17-LINE(3F),PTAJL18,V110133
259,Samsung,17-LINE(3F),PTGJL91,N120607
260,Samsung,17-LINE(3F),PTGJL92,N150729
261,Samsung,17-LINE(3F),PTHJL01,V170839
262,Samsung,17-LINE(3F),PTHJL03,V181167
263,Samsung,17-LINE(3F),PTHJL14,V140651
264,Samsung,17-LINE(3F),PTHJL15,V170995
265,Samsung,17-LINE(3F),PTPJL04,E171763
266,Samsung,17-LINE(3F),PTPJL05,E141641
267,Samsung,17-LINE(3F),PTPJL06,E141652
268,Samsung,17-LINE(3F),PTPJL07,E271770
269,Samsung,17-LINE(3F),PTPJL08,E241653
270,Samsung,17-LINE(3F),PTPJL09,E241642
271,Samsung,17-LINE(3F),PTVJL02,Z180645
272,Samsung,17-LINE(3F),PTVJL17,Z240141
273,Samsung,17-LINE(3F),PTVJL19,Z230123
274,Samsung,17-LINE(3F),PTVJL22,V110210
275,Samsung,17-LINE(3F),PTVJL25,Z250250
276,Samsung,17-LINE(3F),PTVJL26,Z270549
277,Samsung,17-LINE(3F),PTVJL27,Z270502
278,Samsung,17-LINE(3F),PTVJL28,Z270529
279,Samsung,17-LINE(3F),PTVJL29,Z180838
280,Samsung,17-LINE(3F),PTVJL30,Z100837
281,Samsung,17-LINE(3F),PTYJL80,Z150338
282,Samsung,17-LINE(9F),**,FWT0014
283,Samsung,17-LINE(9F),**,FWT0015
284,Samsung,17-LINE(9F),PTAJF12,N140714
285,Samsung,17-LINE(9F),PTAJF13,N120603
286,Samsung,17-LINE(9F),PTAJF19,N140712
287,Samsung,17-LINE(9F),PTAJF24,V171035
288,Samsung,17-LINE(9F),PTHJF02,Z240202
289,Samsung,17-LINE(9F),PTHJF14,V140633
290,Samsung,17-LINE(9F),PTHJF15,V140681
291,Samsung,17-LINE(9F),PTHJF16,V140694
292,Samsung,17-LINE(9F),PTHJF17,V140697
293,Samsung,17-LINE(9F),PTHJF21,V140699
294,Samsung,17-LINE(9F),PTHJF22,V140714
295,Samsung,17-LINE(9F),PTHJF23,V140715
296,Samsung,17-LINE(9F),PTHJF25,V171079
297,Samsung,17-LINE(9F),PTHJF26,N180136
298,Samsung,17-LINE(9F),PTHJF29,V171005
299,Samsung,17-LINE(9F),PTHJF30,V110241
300,Samsung,17-LINE(9F),PTMJF33,G360696
301,Samsung,17-LINE(9F),PTVJF04,Z101270
302,Samsung,17-LINE(9F),PTVJF05,Z240215
303,Samsung,17-LINE(9F),PTVJF07,Z280730
304,Samsung,17-LINE(9F),PTVJF08,Z101385
305,Samsung,17-LINE(9F),PTVJF10,N140711
306,Samsung,17-LINE(9F),PTVJF11,N180267
307,Samsung,17-LINE(9F),PTXJF01,Z270612
308,Samsung,17-LINE(9F),PTXJF02,Z270532
309,Samsung,17-LINE(9F),PTXJF03,Z280828
310,Samsung,17-LINE(9F),PTXJF04,Z280864
311,Samsung,17-LINE(9F),PTXJF05,Z290952
312,Samsung,17-LINE(9F),PTXJF06,Z290963
313,Samsung,17-LINE(9F),PTXJF07,Z291019
314,Samsung,17-LINE(9F),PTYJF74,N150736
315,Samsung,17-LINE(9F),PTYJF75,N150735
316,Samsung,17-LINE(9F),PTYJF76,N150722
317,Samsung,17-LINE(9F),PTYJF77,N150733
318,Samsung,17-LINE(9F),PTYJF78,N150734
319,Samsung,17-LINE(9F),PTYJF79,N140713
320,Samsung,17-LINE(9F),PTYJF80,N140710
321,Samsung,17-LINE(9F),TTZJF01,J141658
322,Samsung,1-LINE,FZSB03,N150726
323,Samsung,1-LINE,FZSB04,N160755
324,Samsung,1-LINE,FZSB05,N170807
325,Samsung,1-LINE,FZSB06,N180816
326,Samsung,1-LINE,FZSB07,N190827
327,Samsung,1-LINE,FZSP07,N150756
328,Samsung,1-LINE,FZSP08,N150724
329,Samsung,1-LINE,FZSP10,N150725
330,Samsung,1-LINE,FZSP11,N150723
331,Samsung,1-LINE,FZSP12,N140700
332,Samsung,1-LINE,FZSP13,N160781
333,Samsung,1-LINE,FZSP14,N170791
334,Samsung,1-LINE,FZSP15,N170805
335,Samsung,1-LINE,FZSP16,N170806
336,Samsung,1-LINE,FZSP17,E250927
337,Samsung,1-LINE,FZSP21,Z180790
338,Samsung,1-LINE,FZSP22,Z191113
339,Samsung,1-LINE,FZSP23,N180815
340,Samsung,1-LINE,FZSP24,N180814
341,Samsung,1-LINE,FZSP25,N190828
342,Samsung,1-LINE,FZSP26,N190829
343,Samsung,1-LINE,FZSP27,N100840
344,Samsung,1-LINE,FZSP28,N100841
345,Samsung,1-LINE,FZSP32,Z101420
346,Samsung,4-LINE,**,614077
347,Samsung,4-LINE,**,511482
348,Samsung,4-LINE,**,511480
349,Samsung,4-LINE,**,614263
350,Samsung,4-LINE,**,615341
351,Samsung,4-LINE,**,511481
352,Samsung,4-LINE,**,614220
353,Samsung,4-LINE,86호기,714351
354,Samsung,4-LINE,87호기,715405
355,Samsung,5-LINE,FZSP20,E250928
356,Samsung,6-1-LINE,#104,9290564
357,Samsung,6-1-LINE,#106,9280247
358,Samsung,6-1-LINE,#108,9200968
359,Samsung,6-1-LINE,#601,9212160
360,Samsung,6-1-LINE,#604,9263234
361,Samsung,6-1-LINE,#607,9201617
362,Samsung,6-1-LINE,#608,9201112
363,Samsung,6-1-LINE,#609,9222583
364,Samsung,6-1-LINE,#612,9212054
365,Samsung,6-1-LINE,#613,9232781
366,Samsung,6-1-LINE,#615,9242789
367,Samsung,6-1-LINE,#616,9270062
368,Samsung,6-1-LINE,#620,9263270
369,Samsung,6-1-LINE,#624,9253084
370,Samsung,6-1-LINE,#629,9253085
371,Samsung,6-1-LINE,#634,9232675
372,Samsung,6-1-LINE,#636,9243041
373,Samsung,6-1-LINE,#645,9222431
374,Samsung,6-1-LINE,#655,9242805
375,Samsung,6-1-LINE,#656,9201618
376,Samsung,6-1-LINE,#657,9253074
377,Samsung,6-1-LINE,#660,9201619
378,Samsung,6-1-LINE,#661,9242808
379,Samsung,6-1-LINE,#662,9200965
380,Samsung,6-1-LINE,#664,9201815
381,Samsung,6-1-LINE,#665,9242806
382,Samsung,6-1-LINE,#666,9212226
383,Samsung,6-1-LINE,**,9232717
384,Samsung,6-1-LINE,**,9283383
385,Samsung,6-1-LINE,**,9232688
386,Samsung,6-1-LINE,**,9232703
387,Samsung,6-1-LINE,FP0419,9212026
388,Samsung,6-1-LINE,FP0420,9201111
389,Samsung,6-1-LINE,PAS048,9232664
390,Samsung,6-1-LINE,PAS049,9273285
391,Samsung,6-2-LINE,#701,9212058
392,Samsung,6-2-LINE,#703,9290608
393,Samsung,6-2-LINE,#704,9253068
394,Samsung,6-2-LINE,#705,9242800
395,Samsung,6-2-LINE,#706,9201150
396,Samsung,6-2-LINE,#713,9290504
397,Samsung,6-2-LINE,#714,9290561
398,Samsung,6-2-LINE,#715,9200969
399,Samsung,6-2-LINE,#716,9212007
400,Samsung,6-2-LINE,#717,9263233
401,Samsung,6-2-LINE,#720,9212027
402,Samsung,6-2-LINE,#722,9211931
403,Samsung,6-2-LINE,#724,9222582
404,Samsung,6-2-LINE,#725,9232674
405,Samsung,6-2-LINE,#727,9232655
406,Samsung,6-2-LINE,#728,9232716
407,Samsung,6-2-LINE,#730,9212000
408,Samsung,6-2-LINE,#732,9243044
409,Samsung,6-2-LINE,#733,9243045
410,Samsung,6-2-LINE,#737,9222383
411,Samsung,6-2-LINE,#739,9232783
412,Samsung,6-2-LINE,#741,9222385
413,Samsung,6-2-LINE,#742,G250507
414,Samsung,6-2-LINE,#743,9232702
415,Samsung,6-2-LINE,#745,9212197
416,Samsung,6-2-LINE,#747,G250256
417,Samsung,6-2-LINE,#749,9280248
418,Samsung,6-2-LINE,#750,9211936
419,Samsung,6-2-LINE,#751,9222425
420,Samsung,6-2-LINE,#752,G250277
421,Samsung,6-2-LINE,#754,G250312
422,Samsung,6-2-LINE,#755,9253067
423,Samsung,6-2-LINE,#756,9232661
424,Samsung,6-2-LINE,#757,9201474
425,Samsung,6-2-LINE,#758,9232782
426,Samsung,6-2-LINE,#759,9232663
427,Samsung,6-2-LINE,#760,9222648
428,Samsung,6-3-LINE,BPPC09,9193822
429,Samsung,6-3-LINE,PAS 001,9212355
430,Samsung,6-3-LINE,PAS 002,9253070
431,Samsung,6-3-LINE,PAS 003,9253069
432,Samsung,6-3-LINE,PAS 004,9232657
433,Samsung,6-3-LINE,PAS 006,G260626
434,Samsung,6-3-LINE,PAS 007,9242803
435,Samsung,6-3-LINE,PAS 010,9242787
436,Samsung,6-3-LINE,PAS 011,G260627
437,Samsung,6-3-LINE,PAS 012,9242804
438,Samsung,6-3-LINE,PAS 016,9232667
439,Samsung,6-3-LINE,PAS 017,G250271
440,Samsung,6-3-LINE,PAS 018,G250305
441,Samsung,6-3-LINE,PAS 025,9242790
442,Samsung,6-3-LINE,PAS 027,9242802
443,Samsung,6-3-LINE,PAS 029,9232726
444,Samsung,6-3-LINE,PAS 033,9212005
445,Samsung,6-3-LINE,PAS 038,9222430
446,Samsung,6-3-LINE,PAS 043,9232665
447,Samsung,6-3-LINE,PAS 045,G260694
448,Samsung,6-3-LINE,PAS 046,9232691
449,Samsung,6-3-LINE,PAS047,9232654
450,Samsung,6-3-LINE,PEC 014,9190465
451,Samsung,6-3-LINE,PSI 906,9253071
452,Samsung,6-3-LINE,PSPB,9242788
453,Samsung,6-3-LINE,PSPB 05,9232761
454,Samsung,6-3-LINE,PSPB 06,9232762
455,Samsung,6-LINE,#105,9201008
456,Samsung,6-LINE,#206,9101160
457,Samsung,6-LINE,#207,9101116
458,Samsung,6-LINE,#208,9101161
459,Samsung,6-LINE,#605,9290584
460,Samsung,6-LINE,#610,9201113
461,Samsung,6-LINE,#617,9253129
462,Samsung,6-LINE,#619,9212195
463,Samsung,6-LINE,#627,9222635
464,Samsung,6-LINE,#632,9253073
465,Samsung,6-LINE,#633,715569
466,Samsung,6-LINE,#637,715370
467,Samsung,6-LINE,#640,715389
468,Samsung,6-LINE,#643,715365
469,Samsung,6-LINE,#648,9232659
470,Samsung,6-LINE,#658,9201256
471,Samsung,6-LINE,#659,716700
472,Samsung,6-LINE,#663,9212196
473,Samsung,7-LINE,#109,9201616
474,Samsung,7-LINE,#718,9232704
475,Samsung,7-LINE,#729,9222649
476,Samsung,7-LINE,#731,9212056
477,Samsung,7-LINE,#734,9222384
478,Samsung,7-LINE,#744,9212198
479,Samsung,7-LINE,PSD 928,9290825
480,Samsung,8-LINE,PAS 008,9201673
481,Samsung,8-LINE,PAS 009,9290628
482,Samsung,8-LINE,PAS 026,9290503
483,Samsung,8-LINE,PAS 028,9290698
484,Samsung,8-LINE,PAS 031,9290840
485,Samsung,8-LINE,PAS 037,9212229
486,Samsung,8-LINE,PAS 041,9242980
487,Samsung,8-LINE,PAS 042,9232666
488,Samsung,8-LINE,PEC 003,9232660
489,Samsung,8-LINE,PEC 006,9273287
490,Samsung,8-LINE,PEC 010,9290627
491,Samsung,8-LINE,PEC 011,9273288
492,Samsung,8-LINE,PEC 012,9280249
493,Samsung,8-LINE,PEC 013,9273286
494,Samsung,8-LINE,PSPB 04,9290562
495,Samsung,8-LINE,PSPB 08,9232662
496,Samsung,8-LINE,PSPB 10,9212008
497,Samsung,8-LINE,PSPB 11,9290563
498,Samsung,통합E/F,**,7191240
499,Samsung,통합E/F,**,7191239
500,Samsung,통합E/F,**,7191242
501,Samsung,통합E/F,**,7191238
502,Samsung,통합E/F,**,713053
503,Samsung,통합E/F,BPEC 05,716850
504,Samsung,통합E/F,BPED 01,714280
505,Samsung,통합E/F,BPED 02,714279
506,Samsung,통합E/F,BPED 17,713054
