,Customer,FAB,EQPID,SN
1006,Samsung,V2-LINE,PTXV801,Z201206
1007,Samsung,V2-LINE,PTXV802,Z201336
1008,Samsung,V2-LINE,PTXV803,Z201234
1009,Samsung,V2-LINE,PTXV804,Z201337
1010,Samsung,V2-LINE,PTXV805,Z201499
1011,Samsung,V2-LINE,PTXV806,Z201522
1012,Samsung,V2-LINE,PTXV807,Z211585
1013,Samsung,V2-LINE,PTXV808,Z211670
1014,Samsung,V2-LINE,PTXV809,Z211681
1015,Samsung,V2-LINE,PTXV810,Z211699
1016,Samsung,V2-LINE,PTXV811,Z211745
1017,Samsung,V2-LINE,PTXV812,Z211732
1018,Samsung,V2-LINE,PTXV813,Z211796
1019,Samsung,V2-LINE,PTXV814,Z211805
1020,Samsung,WP-LINE,PTE237,E101484
1021,Samsung,WP-LINE,PTE239,E101492
1022,Samsung,WP-LINE,PTE243,E261076
1023,Samsung,WP-LINE,PTE244,E200091
1024,Samsung,WP-LINE,PTE245,E181823
1025,Samsung,WP-LINE,PTP208,E101481
1026,Samsung,WP-LINE,PTP209,E141639
1027,Samsung,WP-LINE,PTP214,E101482
1028,Samsung,WP-LINE,PTP215,E151671
1029,Samsung,WP-LINE,PTP216,E151672
1030,Samsung,WP-LINE,PTP217,E151673
1031,Samsung,WP-LINE,PTP218,E171766
1032,Samsung,WP-LINE,PTP219,E281822
1033,HYNIX(I),FAB-7,PTS401,716807
1034,HYNIX(I),M4,EDV070,714338
1035,HYNIX(I),M4,EDV071,715360
1036,HYNIX(I),M4,EDV072,715357
1037,HYNIX(I),M4,EDV251,715630
1038,HYNIX(I),M4,PDV191,714219
1039,HYNIX(I),M4,PDV192,715453
1040,HYNIX(I),M4,PDV193,715457
1041,HYNIX(I),M4,PDV194,714218
1042,HYNIX(I),M4,PDV195,713115
1043,HYNIX(I),M4,PDV197,715358
1044,HYNIX(I),M4,PDV201,816599
1045,HYNIX(I),M4,PDV261,715362
1046,HYNIX(I),M4,PDV263,726755
1047,HYNIX(I),M4,PDV264,716952
1048,HYNIX(I),M4,PPC191,714337
1049,HYNIX(I),M4,PPC192,715629
1050,HYNIX(I),M4,PPC193,716753
1051,HYNIX(I),M4,PPC194,714217
1052,HYNIX(I),M4,PPC201,726804
1053,HYNIX(I),M4,PPC260,726803
1054,HYNIX(I),M4,PPC261,715454
1055,HYNIX(I),M4,PPC262,715356
1056,HYNIX(I),M4,PTR110,9180417
1057,HYNIX(I),M4,PTR113,715641
1058,HYNIX(I),M4,PTR114,715654
1059,HYNIX(I),M4,PTR115,726805
1060,HYNIX(I),M4,PTR116,726951
1061,HYNIX(I),M4,PTR117,714203
1062,HYNIX(I),M4,PTR118,715652
1063,HYNIX(I),M4,PTR119,716782
1064,HYNIX(I),M4,PTR120,8161033
1065,HYNIX(I),M4,PTR121,713166
1066,HYNIX(I),M4,PTR122,716801
1067,HYNIX(I),M4,PTR127,9180236
1068,HYNIX(I),M4,PTR128,9180413
1069,HYNIX(I),M4,PTR129,9180444
1070,HYNIX(I),M4,PTR130,9280245
1071,HYNIX(I),M4,PTR131,8171147
1072,HYNIX(I),M4,PTR132,716787
1073,HYNIX(I),M4,PTR133,9180445
1074,HYNIX(I),M4,PTR134,9180418
1075,HYNIX(I),M4,PTR135,716799
1076,HYNIX(I),M4,PTR136,715633
1077,HYNIX(I),M4,PTR137,716795
1078,HYNIX(I),M4,PTR138,714201
1079,HYNIX(I),M4,PTR139,716791
1080,HYNIX(I),M4,PTR203,8271313
1081,HYNIX(I),M4,PTR204,8271314
1082,HYNIX(I),M4,PTR207,9180224
1083,HYNIX(I),M4,PTR208,9180375
1084,HYNIX(I),M4,PTR209,9253132
1085,HYNIX(I),M4,PTR210,716786
1086,HYNIX(I),M4,PTR211,714206
1087,HYNIX(I),M4,PTR212,9180414
1088,HYNIX(I),M4,PTR213,9201032
1089,HYNIX(I),M4,PTR214,9201066
1090,HYNIX(I),M4,PTR215,9201068
1091,HYNIX(I),M4,PTR262,716880
1092,HYNIX(I),M4,PTR264,716890
1093,HYNIX(I),M4,PTR265,8171303
1094,HYNIX(I),M4,PTR266,814215
1095,HYNIX(I),M4,PTS110,714308
1096,HYNIX(I),M4,PTS120,714220
1097,HYNIX(I),M4,PTS201,715359
1098,HYNIX(I),M4,PTS261,713128
1099,HYNIX(I),M7,PCT114,715448
1100,HYNIX(I),M7,PCT115,715435
1101,HYNIX(I),M7,PCT116,716789
1102,HYNIX(I),M7,PCT118,714326
1103,HYNIX(I),M7,PCT119,716780
1104,HYNIX(I),M7,PCT120,715440
1105,HYNIX(I),M7,PCT121,715439
1106,HYNIX(I),M7,PCT122,713099
1107,HYNIX(I),M7,PDV114,714293
1108,HYNIX(I),M7,PDV114,715446
1109,HYNIX(I),M7,PDV116,715637
1110,HYNIX(I),M7,PDV215,716798
1111,HYNIX(I),M7,PDV217,716779
1112,HYNIX(I),M7,PDV218,716792
1113,HYNIX(I),M7,PDV219,714322
1114,HYNIX(I),M7,PDV220,716788
1115,HYNIX(I),M7,PDV221,716751
1116,HYNIX(I),M7,PDV222,716747
1117,HYNIX(I),M7,PDV223,716793
1118,HYNIX(I),M7,PTR109,9243024
1119,HYNIX(I),M7,PTR202,8271311
1120,HYNIX(I),M7,PTR207,8171307
1121,HYNIX(I),M7,PTR209,9201065
1122,HYNIX(I),M7,PTR301,716800
1123,HYNIX(I),M7,PTR304,716784
1124,HYNIX(I),M7,PTR305,7161018
1125,HYNIX(I),M7,PTR307,716785
1126,HYNIX(I),M7,PTR308,716797
1127,HYNIX(I),M7,PTR309,7161014
1128,HYNIX(I),M7,PTR310,7161017
1129,HYNIX(I),M7,PTR311,7161015
1130,HYNIX(I),M7,PTR404,9263194
1131,HYNIX(I),M7,PTR410,9201097
1132,HYNIX(I),M7,PTR411,8271312
1133,HYNIX(I),M7,PTR412,8171308
1134,HYNIX(I),M7,PTR413,717998
1135,HYNIX(I),M7,PTR415,9170050
1136,HYNIX(I),M7,PTR502,9242860
1137,HYNIX(I),M7,PTR505,9242861
1138,HYNIX(I),M7,PTR506,7171055
1139,SK hynix(I),M10A,PDT100,G260642
1140,SK hynix(I),M10A,PDT101,G250245
1141,SK hynix(I),M10A,PDT122,Z140185
1142,SK hynix(I),M10A,PDT123,V120352
1143,SK hynix(I),M10A,PDT124,G250210
1144,SK hynix(I),M10A,PDT125,V130533
1145,SK hynix(I),M10A,PDT126,Z160494
1146,SK hynix(I),M10A,PDT127,G271237
1147,SK hynix(I),M10A,PDT128,Z180909
1148,SK hynix(I),M10A,PDT129,Z191101
1149,SK hynix(I),M10A,PDT202,G260551
1150,SK hynix(I),M10A,PDT205,G250214
1151,SK hynix(I),M10A,PDT212,V100027
1152,SK hynix(I),M10A,PDT214,V120344
1153,SK hynix(I),M10A,PDT216,Z140144
1154,SK hynix(I),M10A,PDT217,Z140175
1155,SK hynix(I),M10A,PDT218,Z150227
1156,SK hynix(I),M10A,PDT221,V120395
1157,SK hynix(I),M10A,PDT222,Z191214
1158,SK hynix(I),M10A,PDT317,Z120023
1159,SK hynix(I),M10A,PDT318,Z130050
1160,SK hynix(I),M10A,PDT326,G250213
1161,SK hynix(I),M10A,PDT329,Z180674
1162,SK hynix(I),M10A,PDT330,G260719
1163,SK hynix(I),M10A,PIT309,G271014
1164,SK hynix(I),M10A,PIT310,G271037
1165,SK hynix(I),M10A,PITX01,G271216
1166,SK hynix(I),M10A,PITX02,G271217
1167,SK hynix(I),M10A,PITX03,G260811
1168,SK hynix(I),M10A,PMT104,V181247
1169,SK hynix(I),M10A,PMTX13,V140619
1170,SK hynix(I),M10A,PND201,G211507
1171,SK hynix(I),M10A,PND321,G240097
1172,SK hynix(I),M10A,PTS301,E161140
1173,SK hynix(I),M10A,TSO402,J131622
1174,SK hynix(I),M10A,TSO501,J171213
1175,SK hynix(I),M10A,TSO502,J151012
1176,SK hynix(I),M10C,M12,G270932
1177,SK hynix(I),M10C,MPTT01,G371222
1178,SK hynix(I),M10C,PCMM2H,E171755
1179,SK hynix(I),M10C,PDTM19,G260786
1180,SK hynix(I),M10C,PDTM1A,G260693
1181,SK hynix(I),M10C,PDTM21,G240082
1182,SK hynix(I),M10C,PDTM23,G250211
1183,SK hynix(I),M10C,PDTM24,V110149
1184,SK hynix(I),M10C,PITM10,Z101221
1185,SK hynix(I),M10C,PITM11,Z180894
1186,SK hynix(I),M10C,PMCM1G,V140573
1187,SK hynix(I),M10C,PMCM30,V140574
1188,SK hynix(I),M10C,PPCM31,E161138
1189,SK hynix(I),M10C,PPCM32,E140841
1190,SK hynix(I),M10C,PPCM33,E250995
1191,SK hynix(I),M10C,PRTM1H,G360790
1192,SK hynix(I),M10C,PTKM14,G250212
1193,SK hynix(I),M10C,PTKM15,N170046
1194,SK hynix(I),M14-PH1,4PMC2201,V150751
1195,SK hynix(I),M14-PH1,4PMC2202,V150752
1196,SK hynix(I),M14-PH1,4PMC2205,V150750
1197,SK hynix(I),M14-PH1,4PMC2207,V171010
1198,SK hynix(I),M14-PH1,4PMC2208,V140614
1199,SK hynix(I),M14-PH1,4PMC2209,V150793
1200,SK hynix(I),M14-PH1,4PMC2212,Z160357
1201,SK hynix(I),M14-PH1,4PMC4204,V191263
1202,SK hynix(I),M14-PH1,4PMC4313,V171096
1203,SK hynix(I),M14-PH1,4PND2119,V150753
1204,SK hynix(I),M14-PH1,4PND2206,N100417
1205,SK hynix(I),M14-PH1,4PND2213,N110472
1206,SK hynix(I),M14-PH1,4PND4314,Z170633
1207,SK hynix(I),M14-PH1,4PPC2308,E161080
1208,SK hynix(I),M14-PH1,4PPD2313,E140842
1209,SK hynix(I),M14-PH1,4PSO2301,J181830
1210,SK hynix(I),M14-PH1,4PSO2302,J141656
1211,SK hynix(I),M14-PH1,4PSO2304,J161715
1212,SK hynix(I),M14-PH1,4PSO2305,K190085
1213,SK hynix(I),M14-PH1,4PTA1902,Z250299
1214,SK hynix(I),M14-PH1,4PTA1903,Z280673
1215,SK hynix(I),M14-PH1,4PTA1904,Z250258
1216,SK hynix(I),M14-PH1,4PTA1905,Z250290
1217,SK hynix(I),M14-PH1,4PTA1910,Z250257
1218,SK hynix(I),M14-PH1,4PTA1911,Z280918
1219,SK hynix(I),M14-PH1,4PTA1912,Z250348
1220,SK hynix(I),M14-PH1,4PTA1913,Z240156
1221,SK hynix(I),M14-PH1,4PTA1914,Z260463
1222,SK hynix(I),M14-PH1,4PTA2102,Z250349
1223,SK hynix(I),M14-PH1,4PTA2104,Z260449
1224,SK hynix(I),M14-PH1,4PTA2105,Z270624
1225,SK hynix(I),M14-PH1,4PTA2106,Z270604
1226,SK hynix(I),M14-PH1,4PTA2108,Z170567
1227,SK hynix(I),M14-PH1,4PTA2120,Z280892
1228,SK hynix(I),M14-PH1,4PTA2121,Z260358
1229,SK hynix(I),M14-PH1,4PTA2122,Z250312
1230,SK hynix(I),M14-PH1,4PTD2110,G260666
1231,SK hynix(I),M14-PH1,4PTD2111,Z150311
1232,SK hynix(I),M14-PH1,4PTD2112,G260525
1233,SK hynix(I),M14-PH1,4PTD2115,G270975
1234,SK hynix(I),M14-PH1,4PTI4104,N180113
1235,SK hynix(I),M14-PH1,4PTI4301,G271156
1236,SK hynix(I),M14-PH1,4PTK2109,Z180672
1237,SK hynix(I),M14-PH1,4PTK2113,Z160397
1238,SK hynix(I),M14-PH1,4PTK2116,Z160394
1239,SK hynix(I),M14-PH1,4PTK4310,Z150259
1240,SK hynix(I),M14-PH1,4PTK4311,Z150295
1241,SK hynix(I),M14-PH1,4PTK4312,Z150300
1242,SK hynix(I),M14-PH1,4PTK4501,Z150313
1243,SK hynix(I),M14-PH1,4PTK4503,Z150351
1244,SK hynix(I),M14-PH1,4PTK4504,V150727
1245,SK hynix(I),M14-PH1,4PTK4505,V140678
1246,SK hynix(I),M14-PH1,4PTK4506,Z160375
1247,SK hynix(I),M14-PH1,4PTK4510,Z150282
1248,SK hynix(I),M14-PH1,4PTK4511,Z150352
1249,SK hynix(I),M14-PH1,4PTK4515,V140599
1250,SK hynix(I),M14-PH1,4TPD2118,Z150350
1251,SK hynix(I),M14-PH2,4PMCC202,V181163
1252,SK hynix(I),M14-PH2,4PMCC203,V181201
1253,SK hynix(I),M14-PH2,4PMCC302,V130487
1254,SK hynix(I),M14-PH2,4PMCC309,V181158
1255,SK hynix(I),M14-PH2,4PMCC310,V171036
1256,SK hynix(I),M14-PH2,4PMCC311,V181162
1257,SK hynix(I),M14-PH2,4PMCC312,V171097
1258,SK hynix(I),M14-PH2,4PMCC313,V181159
1259,SK hynix(I),M14-PH2,4PMCC314,V181161
1260,SK hynix(I),M14-PH2,4PMCE307,N120624
1261,SK hynix(I),M14-PH2,4PMCE322,V181231
1262,SK hynix(I),M14-PH2,4PNDC304,Z170509
1263,SK hynix(I),M14-PH2,4PNDC402,Z180634
1264,SK hynix(I),M14-PH2,4PNDC403,Z170627
1265,SK hynix(I),M14-PH2,4PNDE321,V190016
1266,SK hynix(I),M14-PH2,4PPCC307,K110110
1267,SK hynix(I),M14-PH2,4PRTC307,N120612
1268,SK hynix(I),M14-PH2,4PSOC303,J171750
1269,SK hynix(I),M14-PH2,4PSOE303,J171768
1270,SK hynix(I),M14-PH2,4PSOE304,J181785
1271,SK hynix(I),M14-PH2,4PSOE305,J181794
1272,SK hynix(I),M14-PH2,4PTAB908,Z270561
1273,SK hynix(I),M14-PH2,4PTAB909,Z270562
1274,SK hynix(I),M14-PH2,4PTAB910,Z280702
1275,SK hynix(I),M14-PH2,4PTAB912,Z280789
1276,SK hynix(I),M14-PH2,4PTAB914,V100034
1277,SK hynix(I),M14-PH2,4PTAB915,Z280716
1278,SK hynix(I),M14-PH2,4PTAB917,Z280668
1279,SK hynix(I),M14-PH2,4PTAB918,Z280718
1280,SK hynix(I),M14-PH2,4PTAB920,Z601310
1281,SK hynix(I),M14-PH2,4PTAC103,N180235
1282,SK hynix(I),M14-PH2,4PTAC106,N170098
1283,SK hynix(I),M14-PH2,4PTAC115,Z611542
1284,SK hynix(I),M14-PH2,4PTAC116,V100022
1285,SK hynix(I),M14-PH2,4PTAC117,N180110
1286,SK hynix(I),M14-PH2,4PTAC119,N180212
1287,SK hynix(I),M14-PH2,4PTAE501,V100062
1288,SK hynix(I),M14-PH2,4PTAE507,Z280865
1289,SK hynix(I),M14-PH2,4PTAE508,Z280889
1290,SK hynix(I),M14-PH2,4PTAE509,Z280890
1291,SK hynix(I),M14-PH2,4PTDC111,Z150326
1292,SK hynix(I),M14-PH2,4PTDC123,Z160456
1293,SK hynix(I),M14-PH2,4PTIC110,V140617
1294,SK hynix(I),M14-PH2,4PTIC121,V140618
1295,SK hynix(I),M14-PH2,4PTIE318,Z180723
1296,SK hynix(I),M14-PH2,4PTKB911,Z170623
1297,SK hynix(I),M14-PH2,4PTKB919,Z180688
1298,SK hynix(I),M14-PH2,4PTKC102,V140595
1299,SK hynix(I),M14-PH2,4PTKC112,Z170554
1300,SK hynix(I),M14-PH2,4PTKC114,Z280717
1301,SK hynix(I),M14-PH2,4PTKC118,Z180689
1302,SK hynix(I),M14-PH2,4PTKC124,Z170517
1303,SK hynix(I),M14-PH2,4PTKC125,Z170548
1304,SK hynix(I),M14-PH2,4PTKE319,Z180766
1305,SK hynix(I),M14-PH2,4PTKE320,Z180847
1306,SK hynix(I),M14-PH2,4PTKE505,Z180905
1307,SK hynix(I),M14-PH2,4PTKE506,Z180722
1308,SK hynix(I),M14-PH2,4PTSC306,K170024
1309,SK hynix(I),M16,6PMC1601,V101519
1310,SK hynix(I),M16,6PMC1604,Z111787
1311,SK hynix(I),M16,6PPC4505,K100101
1312,SK hynix(I),M16,6PSO4408,J181817
1313,SK hynix(I),M16,6PTA1701,Z201505
1314,SK hynix(I),M16,6PTA1702,Z601541
1315,SK hynix(I),M16,6PTA1703,Z611606
1316,SK hynix(I),M16,6PTA1704,Z601482
1317,SK hynix(I),M16,6PTA1705,Z601511
1318,SK hynix(I),M16,6PTD1710,Z100921
1319,SK hynix(I),M16,6PTK1712,Z100793
1320,SK hynix(I),M16,6PTK1713,Z170552
1321,SK hynix(I),M16,6PTK4601,Z110896
1322,SK hynix(I),M16,6PTK4602,Z111769
1323,SK hynix(I),M16 EUV,6PTEL105,Z211001
1324,SK hynix(I),M4,EDV073,715466
1325,SK hynix(I),P&T4,M03PTC01,K180054
1326,SK hynix(I),P&T4,M03PTD01,K180068
1327,SK hynix(I),PKG(RDL),WPD001,K170026
1328,SK hynix(I),PKG(RDL),WPD003,K180042
1329,SK hynix(I),PKG(RDL),WPD004,K180058
1330,SK hynix(I),PKG(RDL),WPD005,K180055
1331,SK hynix(I),PKG(RDL),WPT001,E201446
1332,SK hynix(I),PKG(RDL),WPT002,E141637
1333,SK hynix(I),PKG(RDL),WPT003,E141638
1334,SK hynix(I),PKG(RDL),WPT004,E151680
1335,SK hynix(I),PKG(RDL),WPT005,K170025
1336,SK hynix(I),PKG(RDL),WPT006,E181795
1337,SK hynix(I),PKG(RDL),WPT007,K180038
1338,SK hynix(I),PKG(RDL),WPT008,K180041
1339,SK hynix(I),PKG(RDL),WPT009,K180059
1340,SK hynix(I),PKG(RDL),WPT010,K180057
1341,SK hynix(I),PKG(TSV),PTR202,E171232
1342,SK hynix(I),PKG(TSV),PTR203,E151677
1343,SK hynix(I),PKG(TSV),PTR204,E151678
1344,SK hynix(I),PKG(TSV),PTR591,K180047
1345,SK hynix(I),R3,LTKA03,V160928
1346,SK hynix(I),R3,LTKA12,Z150261
1347,SK hynix(I),R3,LTKA13,V110165
1348,SK hynix(I),R3,LTKA22,Z160413
1349,SK hynix(I),R3,LTKA35,Z260353
1350,SK hynix(I),R3,LTKA37,Z280741
1351,SK hynix(I),R3,LTKA54,Z170598
1352,SK hynix(I),R3,LTKQ43,Z280759
1353,SK hynix(I),R3,LTKQ44,Z140168
1354,SK hynix(I),R3,LTKQ52,E201502
1355,SK hynix(I),R3,LTKQ53,E221569
1356,SK hynix(I),R3,LTSF01,J161136
1357,SK hynix(I),UNKNOWN,**,715355
1358,SK hynix(I),UNKNOWN,**,511570
1359,SK hynix(I),UNKNOWN,**,281028
1360,SK hynix(I),UNKNOWN,**,512666
1361,SK hynix(I),UNKNOWN,**,715452
1362,SK hynix(I),UNKNOWN,**,513907
1363,SK hynix(I),UNKNOWN,**,36635
1364,SK hynix(I),UNKNOWN,**,36637
1365,SK hynix(I),UNKNOWN,**,291141
1366,SK hynix(I),UNKNOWN,**,291140
1367,SK hynix(I),UNKNOWN,**,281029
1368,SK hynix(I),UNKNOWN,**,281058
1369,SK hynix(I),UNKNOWN,**,511571
1370,SK hynix(I),UNKNOWN,FCD03,713059
1371,SK hynix(I),UNKNOWN,FPD02,714257
1372,SK hynix(I),UNKNOWN,LC11,513894
1373,SK hynix(I),UNKNOWN,LC12,513892
1374,SK hynix(I),UNKNOWN,LC13,513890
1375,SK hynix(I),UNKNOWN,LC21,513895
1376,SK hynix(I),UNKNOWN,LC22,513893
1377,SK hynix(I),UNKNOWN,LC23,513891
1378,SK hynix(I),UNKNOWN,LC83,616562
1379,SK hynix(I),UNKNOWN,LC93,513906
1380,SK hynix(I),UNKNOWN,LC94,513918
1381,SK hynix(I),UNKNOWN,LD21,513909
1382,SK hynix(I),UNKNOWN,LD22,513897
1383,SK hynix(I),UNKNOWN,LD23,513896
1384,SK hynix(I),UNKNOWN,LD40,513771
1385,SK hynix(I),UNKNOWN,LD41,513908
1386,SK hynix(I),UNKNOWN,LD51,513912
1387,SK hynix(I),UNKNOWN,LD71,513768
1388,SK hynix(I),UNKNOWN,LD72,513767
1389,SK hynix(I),UNKNOWN,LD75,513772
1390,SK hynix(I),UNKNOWN,LD81,616565
1391,SK hynix(I),UNKNOWN,LD82,616564
1392,SK hynix(I),UNKNOWN,LD84,616567
1393,SK hynix(I),UNKNOWN,LD91,513769
1394,SK hynix(I),UNKNOWN,LD93,513911
1395,SK hynix(I),UNKNOWN,PDV505,716755
1396,SK hynix(I),UNKNOWN,PRF301,716675
1397,SK hynix(I),UNKNOWN,PTR,713118
1398,SK hynix(I),UNKNOWN,PTR,713126
1399,SK hynix(I),UNKNOWN,PTR302,716781
1400,SK hynix(I),UNKNOWN,PTR701,8171302
1401,SK hynix(I),UNKNOWN,T/S81,616568
1402,SK hynix(C),M11,PDT309,V110202
1403,SK hynix(C),M11,PDT320,V100090
1404,SK hynix(C),M11,PDT321,N170034
1405,SK hynix(C),M11,PDT322,V110214
1406,SK hynix(C),M11,PDT323,V130453
1407,SK hynix(C),M11,PDT324,Z170564
1408,SK hynix(C),M11,PDT325,Z170643
1409,SK hynix(C),M11,PDT407,N180130
1410,SK hynix(C),M11,PDT411,N180129
1411,SK hynix(C),M11,PDT412,N180206
1412,SK hynix(C),M11,PDT420,Z130048
1413,SK hynix(C),M11,PIT204,N100363
1414,SK hynix(C),M11,PPT112,E111541
1415,SK hynix(C),M11,PPT301,E181786
1416,SK hynix(C),M11,PPT302,V181187
1417,SK hynix(C),M11,PPT303,V181250
1418,SK hynix(C),M11,TSOA-01,J181313
1419,SK hynix(C),M11,TSOA-02,J161135
1420,SK hynix(C),M11A,PDT103,G360740
1421,SK hynix(C),M11A,PDT312,G250327
1422,SK hynix(C),M11A,PDT313,G260524
1423,SK hynix(C),M11A,PDT314,G250438
1424,SK hynix(C),M11A,PDT315,G260787
1425,SK hynix(C),M11A,PDT401,V100095
1426,SK hynix(C),M11A,PDT402,V100124
1427,SK hynix(C),M11A,PDT403,V110307
1428,SK hynix(C),M11A,PDT413,V100051
1429,SK hynix(C),M11A,PDT414,V100130
1430,SK hynix(C),M11A,PDT415,V110186
1431,SK hynix(C),M11A,PDT417,G370933
1432,SK hynix(C),M11A,PDT421,Z140216
1433,SK hynix(C),M11A,PDT422,Z150253
1434,SK hynix(C),M11A,PPT108,E181329
1435,SK hynix(C),M11A,PPT109,E101445
1436,SK hynix(C),M11A,PPT405,V111533
1437,SK hynix(C),M11B,PDT223,Z150252
1438,SK hynix(C),M12,PDT121,V150729
1439,SK hynix(C),M12,PDT123,V110226
1440,SK hynix(C),M12,PDT201,Z120027
1441,SK hynix(C),M12,PDT202,Z120035
1442,SK hynix(C),M12,PDT203,V130491
1443,SK hynix(C),M12,PDT204,V130493
1444,SK hynix(C),M12,PDT211,N180280
1445,SK hynix(C),M12,PDT212,V120348
1446,SK hynix(C),M12,PDT214,G260698
1447,SK hynix(C),M12,PDT215,N170099
1448,SK hynix(C),M12,PDT216,V130482
1449,SK hynix(C),M12,PDT224,Z140195
1450,SK hynix(C),M12,PDT301,N180256
1451,SK hynix(C),M12,PDT-302,V130524
1452,SK hynix(C),M12,PDT303,N170100
1453,SK hynix(C),M12,PDT304,V140587
1454,SK hynix(C),M12,PDT307,V110189
1455,SK hynix(C),M12,PDT308,V100145
1456,SK hynix(C),M12,PDT310,V220256
1457,SK hynix(C),M12,PLT801,E131615
1458,SK hynix(C),M12,PMT102,N120609
1459,SK hynix(C),M12,PMT103,V110200
1460,SK hynix(C),M12,PMT104,V170795
1461,SK hynix(C),M12,PMT201,V170789
1462,SK hynix(C),M12,PND101,N130641
1463,SK hynix(C),M12,PND201,Z170626
1464,SK hynix(C),M12,PPC801,E121591
1465,SK hynix(C),M12,PPT304,V181243
1466,SK hynix(C),M12,PSO801,J140843
1467,SK hynix(C),M15,5PLT1601,N180278
1468,SK hynix(C),M15,5PLT1701,G271249
1469,SK hynix(C),M15,5PMC4501,V181228
1470,SK hynix(C),M15,5PMC4502,V181232
1471,SK hynix(C),M15,5PMC4503,V181238
1472,SK hynix(C),M15,5PMC4504,V191267
1473,SK hynix(C),M15,5PMC4506,V140689
1474,SK hynix(C),M15,5PRT1701,G271207
1475,SK hynix(C),M15,5PTA1601,Z280870
1476,SK hynix(C),M15,5PTA1602,Z110013
1477,SK hynix(C),M15,5PTA1603,Z280911
1478,SK hynix(C),M15,5PTA1604,N190257
1479,SK hynix(C),M15,5PTA1606,Z290940
1480,SK hynix(C),M15,5PTA1607,Z280914
1481,SK hynix(C),M15,5PTA1801,Z280806
1482,SK hynix(C),M15,5PTA1802,Z280831
1483,SK hynix(C),M15,5PTA1803,N180193
1484,SK hynix(C),M15,5PTA1805,Z280915
1485,SK hynix(C),M15,5PTD4301,Z180812
1486,SK hynix(C),M15,5PTI1605,G271012
1487,SK hynix(C),M15,5PTK1806,Z130100
1488,SK hynix(C),M15,5PTK4501,Z180851
1489,SK hynix(C),M15,5PTK4502,V150772
1490,SK hynix(C),M15,5PTK4503,Z180912
1491,SK hynix(C),M15,5PTK4504,Z100919
1492,SK hynix(C),M15,5PTK4701,Z180780
1493,SK hynix(C),M15,5PTK4702,Z180726
1494,SK hynix(C),M15,5PTK4703,Z180920
1495,SK hynix(C),M15,5PTK4704,V130522
1496,SK hynix(C),M15,5PTS1901,K180048
1497,SK hynix(C),MASK,CDL 1호기,Q190088
1498,SK hynix(C),MASK,CDL 2호기,Q100110
1499,SK hynix(C),MASK,COT 1호기,Q140054
1500,SK hynix(C),MASK,COT 2호기,Q180080
1501,SK hynix(C),MASK,COT 3호기,Q100111
1502,SK hynix(C),MASK,DEV 1호기,Q130047
1503,SK hynix(C),MASK,DEV 2호기,Q180078
